Green,2047,2672
Green,1998,2651
Green,1958,2634
Green,2143,2493
Green,2181,2389
Green,2231,2305
Green,2289,2202
Green,2326,2100
Green,2378,2006
Green,2430,1902
Green,2476,1806
Green,2520,1721
Green,2572,1631
Green,2622,1530
Green,2663,1440
Green,2713,1332
Green,2765,1220
Green,2826,1107
Green,2659,785
Green,2607,768
Green,2561,747
Green,2520,727
Green,2472,708
Green,2430,687
Green,2382,668
Green,1991,475
Green,2045,498
Green,2085,519
Green,2125,543
Green,2177,562
Green,2557,1012
Green,2501,993
Green,2451,968
Green,2409,953
Green,2358,932
Green,2310,912
Green,2266,891
Green,2528,1095
Green,2474,1076
Green,2428,1055
Green,2376,1032
Green,2328,1016
Green,2274,995
Green,2218,964
Green,1968,1124
Green,2014,1143
Green,2064,1172
Green,2114,1192
Green,2156,1211
Green,2201,1234
Green,2241,1249
Green,2293,1272
Green,2333,1288
Green,2376,1317
Green,1931,1218
Green,1979,1240
Green,2031,1261
Green,2077,1280
Green,2118,1305
Green,2164,1322
Green,2210,1340
Green,2249,1367
Green,2297,1386
Green,2345,1405
Green,2127,916
Green,2075,897
Green,2025,876
Green,1979,855
Green,1929,835
Green,1885,812
Green,1840,795
Green,1792,774
Green,1746,756
Green,1698,737
Green,1750,635
Green,1792,654
Green,1833,668
Green,1869,691
Green,1919,712
Green,1958,731
Green,1998,749
Green,2045,774
Green,2093,793
Green,2147,822
Green,1428,489
Green,1480,518
Green,1519,541
Green,1565,558
Green,1604,571
Green,1652,593
Green,1390,575
Green,1442,593
Green,1492,616
Green,1534,629
Green,1580,643
Green,1625,664
Green,1253,531
Green,1305,546
Green,1347,562
Green,1998,1505
Green,2043,1527
Green,2091,1552
Green,2145,1575
Green,2185,1590
Green,2229,1607
Green,2272,1634
Green,1956,1611
Green,2004,1631
Green,2043,1650
Green,2089,1669
Green,2139,1698
Green,2187,1710
Green,2226,1731
Green,1577,1064
Green,1623,1086
Green,1665,1111
Green,1715,1130
Green,1758,1147
Green,1623,980
Green,1669,1003
Green,1706,1022
Green,1752,1032
Green,1800,1055
Green,1432,985
Green,1374,968
Green,1338,949
Green,1284,930
Green,1247,903
Green,1201,889
Green,1143,868
Green,1101,849
Green,1478,1010
Green,1465,889
Green,1419,868
Green,1374,851
Green,1326,828
Green,1276,808
Green,1243,789
Green,1147,764
Green,1193,777
Green,1482,1278
Green,1521,1294
Green,1569,1315
Green,1613,1336
Green,1667,1353
Green,1704,1369
Green,1750,1392
Green,1802,1411
Green,1842,1430
Green,1894,1451
Green,1442,1378
Green,1488,1390
Green,1529,1413
Green,1569,1434
Green,1625,1446
Green,1669,1473
Green,1711,1490
Green,1752,1507
Green,1806,1530
Green,1844,1554
Green,1007,1064
Green,1051,1086
Green,1101,1109
Green,1138,1124
Green,1188,1155
Green,1236,1172
Green,1276,1188
Green,1324,1213
Green,1369,1232
Green,970,1168
Green,1007,1180
Green,1057,1197
Green,1097,1215
Green,1145,1242
Green,1195,1263
Green,1236,1282
Green,1280,1301
Green,1328,1328
Green,2125,1950
Green,2081,1931
Green,2041,1904
Green,1995,1892
Green,1954,1867
Green,1908,1856
Green,1858,1829
Green,1804,1927
Green,1850,1948
Green,1896,1975
Green,1941,1989
Green,1991,2008
Green,2041,2031
Green,2085,2050
Green,1338,1596
Green,1382,1615
Green,1426,1634
Green,1477,1658
Green,1519,1677
Green,1565,1700
Green,1609,1710
Green,1656,1727
Green,1708,1754
Green,1754,1779
Green,1295,1692
Green,1340,1713
Green,1382,1733
Green,1434,1756
Green,1475,1777
Green,1521,1788
Green,1561,1812
Green,1604,1837
Green,1646,1856
Green,1704,1887
Green,908,1396
Green,958,1417
Green,1001,1444
Green,1047,1469
Green,1089,1482
Green,1138,1500
Green,1178,1525
Green,1230,1546
Green,860,1496
Green,916,1517
Green,955,1536
Green,999,1554
Green,1051,1586
Green,1095,1604
Green,1145,1629
Green,1190,1648
Green,1975,2270
Green,1933,2245
Green,1892,2220
Green,1844,2191
Green,1800,2181
Green,1760,2164
Green,1702,2137
Green,1658,2253
Green,1700,2268
Green,1758,2289
Green,1802,2308
Green,1842,2332
Green,1887,2351
Green,1935,2370
Green,1577,2453
Green,1615,2472
Green,1663,2497
Green,1708,2514
Green,1756,2534
Green,1798,2559
Green,1840,2580
Green,1213,2582
Green,1238,2538
Green,874,1785
Green,920,1798
Green,960,1825
Green,1012,1848
Green,1053,1867
Green,1103,1889
Green,1143,1900
Green,1188,1914
Green,1236,1931
Green,1276,1956
Green,1330,1985
Green,1374,1998
Green,1417,2016
Green,1459,2037
Green,1505,2054
Green,1555,2085
Green,1594,2100
Green,1563,2199
Green,1517,2174
Green,1467,2160
Green,1423,2137
Green,1380,2118
Green,1334,2095
Green,1280,2075
Green,1234,2060
Green,1192,2037
Green,1145,2016
Green,1099,1998
Green,1047,1979
Green,1005,1962
Green,972,1935
Green,922,1917
Green,878,1894
Green,829,1875
Green,1453,2407
Green,1407,2395
Green,1365,2372
Green,1317,2347
Green,1280,2322
Green,1232,2308
Green,1190,2293
Green,1147,2274
Green,1093,2241
Green,1053,2222
Green,1005,2212
Green,958,2191
Green,920,2170
Green,868,2145
Green,1230,2428
Green,1186,2409
Green,1147,2384
Green,1099,2372
Green,1062,2351
Green,1010,2330
Green,964,2305
Green,912,2287
Green,862,2260
Green,997,2580
Green,953,2568
Green,903,2541
Green,856,2522
Green,810,2503
Green,768,2489
Green,725,2466
Green,687,2439
Green,2385,1425
Green,2420,1332
Blue,1049,292
Blue,1028,327
Blue,1018,367
Blue,999,402
Blue,980,454
Blue,958,496
Blue,941,541
Blue,910,575
Blue,641,1188
Blue,660,1149
Blue,675,1103
Blue,700,1062
Blue,718,1014
Blue,745,974
Blue,756,933
Blue,779,885
Blue,799,847
Blue,816,804
Blue,841,747
Green,554,2199
Green,556,2149
Green,556,2104
Green,556,2045
Green,554,1996
Green,558,1950
Green,558,1908
Green,556,1850
Green,554,1804
Green,552,1756
Green,556,2249
Blue,562,1711
Blue,562,1665
Blue,556,1611
Blue,560,1561
Blue,562,1507
Blue,566,1465
Blue,564,1421
Blue,562,1359
Handicap,1740,377
Handicap,1827,414
Handicap,1894,442
Visitor,1082,229
Visitor,1103,179
